task_id,school,stage,task_name,description,trigger_condition,deadline,required_documents,action_url,risk_level,source_url,updated_at,task_code,evidence_count,candidate_evidence_count,usable_evidence_count,review_evidence_count,rejected_evidence_count,evidence_types,official_deadline_evidence,official_document_evidence,official_action_evidence,official_action_urls,official_fee_evidence,evidence_ids,evidence_quality_status,evidence_quality_notes,enrichment_status,enriched_at,review_priority,review_reason,review_decision,review_notes,human_review_status,reviewed_at
hku-apply_accommodation,HKU,housing,申请宿舍或安排校外住宿,查询学校住宿申请窗口、资格和优先级；如校内宿舍名额有限，同时准备校外租房备选方案。,计划到港就读，且尚未提交住宿申请或确定住所。,以学校住宿页面公布的 application period / hall application deadline 为准。,student ID / application number；入学证明；住宿申请表；可能需要的紧急联系人信息。,https://housing.cedars.hku.hk/,medium,https://housing.cedars.hku.hk/,2026-06-29,apply_accommodation,1,1,1,0,0,action_instruction,,,"To learn more about eligibility for University housing, please visit the CEDARS website for details and to access the online application.",,,hku__apply_accommodation__action_instruction__0168_00,audited,1 keep,evidence_found,2026-06-30,,,,,not_required,
hku-pay_tuition,HKU,payment,核对并缴纳学费 / 其他费用,核对 programme tuition、缴费方式、分期安排和账单生成时间，按学校财务或学生系统要求付款。,学费账单或缴费通知已发布，且尚未完成付款。,以学校缴费页面、学生系统账单或学院邮件为准。,student ID；缴费通知；付款工具；付款凭证。,https://admissions.hku.hk/tpg/,medium,https://admissions.hku.hk/tpg/,2026-06-29,pay_tuition,0,2,0,0,2,,,,,,,,review_pending,有候选证据，但没有任何 keep 级可用证据；增强结果明确标记为 evidence_needs_review,review_pending,2026-06-30,high,有候选证据，但没有任何 keep 级可用证据；增强结果明确标记为 evidence_needs_review,,,review_pending,
hku-complete_registration,HKU,registration,完成线上注册 / 学籍激活,按学校注册指引激活学生账号、完成个人资料、上传证件或注册确认，并检查是否需要线下核验。,学校开放 registration / enrolment，且尚未完成。,以学校 registration guide、学生系统和邮件通知为准。,身份证明；旅行证件；证件照片；录取信息；学校要求上传的声明或表格。,https://ase.hku.hk/mr/mr_guide.pdf,high,https://ase.hku.hk/mr/mr_guide.pdf,2026-06-29,complete_registration,0,0,0,0,0,,,,,,,,no_evidence,,no_evidence,2026-06-30,,,,,not_required,
hku-prepare_arrival_orientation,HKU,orientation,准备入境与参加 orientation,整理入境文件、住宿安排、交通和报到材料，关注 orientation / induction 活动报名与时间表。,签证 / 进入许可获批后，或开学前学校发布 orientation 安排。,以学校 orientation 页面、学院邮件和入境日期安排为准。,旅行证件；签证 / 进入许可；录取证明；住宿地址；保险 / 现金 / 电话卡等到港准备材料。,https://www.cedars.hku.hk/non-local/orientationdaypg,medium,https://www.cedars.hku.hk/non-local/orientationdaypg,2026-06-29,prepare_arrival_orientation,0,0,0,0,0,,,,,,,,no_evidence,,no_evidence,2026-06-30,,,,,not_required,
hkust-accept_offer,HKUST,offer_acceptance,接受 offer 并确认入读意向,登录学校申请系统或 offer letter 指定入口，按要求接受录取。若页面要求同时确认条款、上传回执或选择入学批次，需要一并完成。,收到 offer 后，且尚未完成 official acceptance。,以 offer letter、申请系统或学院邮件显示的 acceptance deadline 为准。,offer letter；申请系统账号；学校要求的接受录取确认信息。,https://fytgs.hkust.edu.hk/admissions/Admission-to-Hong-Kong-Campus/after-getting-an-offer/accepting-offer,high,https://fytgs.hkust.edu.hk/admissions/Admission-to-Hong-Kong-Campus/after-getting-an-offer/accepting-offer,2026-06-29,accept_offer,0,0,0,0,0,,,,,,,,no_evidence,,no_evidence,2026-06-30,,,,,not_required,
hkust-pay_deposit,HKUST,offer_acceptance,缴纳留位费 / admission deposit,按学校指定付款方式缴纳留位费，并保存付款成功页面、交易编号或银行凭证。,offer 条款或申请系统要求缴纳 deposit，且尚未完成付款。,通常与接受 offer 的截止日绑定；以 offer letter / portal 的金额与截止时间为准。,银行卡或汇款信息；付款凭证；application number / student ID。,https://fytgs.hkust.edu.hk/admissions/Admission-to-Hong-Kong-Campus/after-getting-an-offer/accepting-offer,high,https://fytgs.hkust.edu.hk/admissions/Admission-to-Hong-Kong-Campus/after-getting-an-offer/accepting-offer,2026-06-29,pay_deposit,0,7,0,0,2,,,,,,,,review_pending,该任务类型容易混入 general admission FAQ，需要人工确认是否真的是 offer-holder 后续动作；同一任务同时存在 5 条 keep 和 2 条 reject 证据,review_pending,2026-06-30,high,该任务类型容易混入 general admission FAQ，需要人工确认是否真的是 offer-holder 后续动作；同一任务同时存在 5 条 keep 和 2 条 reject 证据,,,review_pending,
hkust-submit_conditions,HKUST,offer_acceptance,补交 conditional offer 材料,核对 conditional offer 中尚未满足的条件，提交最终成绩单、毕业证、学位证、语言成绩或官方认证文件。,offer 为 conditional，且仍有 pending condition。,以 conditional offer、学院邮件或学校系统内的 document deadline 为准。,最终成绩单；毕业证 / 学位证；语言成绩；官方认证件；学校额外要求文件。,https://fytgs.hkust.edu.hk/admissions/Admission-to-Hong-Kong-Campus/after-getting-an-offer/accepting-offer,high,https://fytgs.hkust.edu.hk/admissions/Admission-to-Hong-Kong-Campus/after-getting-an-offer/accepting-offer,2026-06-29,submit_conditions,0,36,0,2,24,,,,,,,,review_pending,该任务类型容易混入 general admission FAQ，需要人工确认是否真的是 offer-holder 后续动作；仍有 2 条 review/missing 证据未处理；同一任务同时存在 10 条 keep 和 24 条 reject 证据,review_pending,2026-06-30,high,该任务类型容易混入 general admission FAQ，需要人工确认是否真的是 offer-holder 后续动作；仍有 2 条 review/missing 证据未处理；同一任务同时存在 10 条 keep 和 24 条 reject 证据,,,review_pending,
hkust-apply_student_visa,HKUST,visa,申请学生签证 / 进入许可,内地学生通常需要通过学校申请 entry permit / student visa。尽早准备表格、身份证明、录取证明和资金材料，等待学校或入境处处理。,决定入读且尚未递交学生签证 / 进入许可申请。,以学校签证页面、邮件及香港入境事务处处理周期为准；不要等到临近开学才递交。,签证 / 进入许可申请表；旅行证件；录取证明；财力证明；照片；学校要求的其他文件。,https://fytgs.hkust.edu.hk/admissions/Admission-to-Hong-Kong-Campus/after-getting-an-offer/applying-student-visa,high,https://fytgs.hkust.edu.hk/admissions/Admission-to-Hong-Kong-Campus/after-getting-an-offer/applying-student-visa,2026-06-29,apply_student_visa,0,36,0,4,2,,,,,,,,review_pending,仍有 4 条 review/missing 证据未处理；同一任务同时存在 30 条 keep 和 2 条 reject 证据,review_pending,2026-06-30,medium,仍有 4 条 review/missing 证据未处理；同一任务同时存在 30 条 keep 和 2 条 reject 证据,,,review_pending,
hkust-apply_accommodation,HKUST,housing,申请宿舍或安排校外住宿,查询学校住宿申请窗口、资格和优先级；如校内宿舍名额有限，同时准备校外租房备选方案。,计划到港就读，且尚未提交住宿申请或确定住所。,以学校住宿页面公布的 application period / hall application deadline 为准。,student ID / application number；入学证明；住宿申请表；可能需要的紧急联系人信息。,https://shrl.hkust.edu.hk/apply-for-housing/pg/tpgs-visiting-internship-students-and-mba-students,medium,https://shrl.hkust.edu.hk/apply-for-housing/pg/tpgs-visiting-internship-students-and-mba-students,2026-06-29,apply_accommodation,0,0,0,0,0,,,,,,,,no_evidence,,no_evidence,2026-06-30,,,,,not_required,
hkust-pay_tuition,HKUST,payment,核对并缴纳学费 / 其他费用,核对 programme tuition、缴费方式、分期安排和账单生成时间，按学校财务或学生系统要求付款。,学费账单或缴费通知已发布，且尚未完成付款。,以学校缴费页面、学生系统账单或学院邮件为准。,student ID；缴费通知；付款工具；付款凭证。,https://fytgs.hkust.edu.hk/admissions/Admission-to-Hong-Kong-Campus/submitting-an-application/scholarships-and-fees,medium,https://fytgs.hkust.edu.hk/admissions/Admission-to-Hong-Kong-Campus/submitting-an-application/scholarships-and-fees,2026-06-29,pay_tuition,0,0,0,0,0,,,,,,,,no_evidence,,no_evidence,2026-06-30,,,,,not_required,
hkust-complete_registration,HKUST,registration,完成线上注册 / 学籍激活,按学校注册指引激活学生账号、完成个人资料、上传证件或注册确认，并检查是否需要线下核验。,学校开放 registration / enrolment，且尚未完成。,以学校 registration guide、学生系统和邮件通知为准。,身份证明；旅行证件；证件照片；录取信息；学校要求上传的声明或表格。,https://fytgs.hkust.edu.hk/admissions/Admission-to-Hong-Kong-Campus/after-getting-an-offer/handy-resources-preparing-your-studies/handy-resources-tpg,high,https://fytgs.hkust.edu.hk/admissions/Admission-to-Hong-Kong-Campus/after-getting-an-offer/handy-resources-preparing-your-studies/handy-resources-tpg,2026-06-29,complete_registration,0,0,0,0,0,,,,,,,,no_evidence,,no_evidence,2026-06-30,,,,,not_required,
hkust-prepare_arrival_orientation,HKUST,orientation,准备入境与参加 orientation,整理入境文件、住宿安排、交通和报到材料，关注 orientation / induction 活动报名与时间表。,签证 / 进入许可获批后，或开学前学校发布 orientation 安排。,以学校 orientation 页面、学院邮件和入境日期安排为准。,旅行证件；签证 / 进入许可；录取证明；住宿地址；保险 / 现金 / 电话卡等到港准备材料。,https://fytgs.hkust.edu.hk/admissions/Admission-to-Hong-Kong-Campus/after-getting-an-offer/moving-to-hong-kong,medium,https://fytgs.hkust.edu.hk/admissions/Admission-to-Hong-Kong-Campus/after-getting-an-offer/moving-to-hong-kong,2026-06-29,prepare_arrival_orientation,0,0,0,0,0,,,,,,,,no_evidence,,no_evidence,2026-06-30,,,,,not_required,
lingnan-accept_offer,Lingnan,offer_acceptance,接受 offer 并确认入读意向,登录学校申请系统或 offer letter 指定入口，按要求接受录取。若页面要求同时确认条款、上传回执或选择入学批次，需要一并完成。,收到 offer 后，且尚未完成 official acceptance。,以 offer letter、申请系统或学院邮件显示的 acceptance deadline 为准。,offer letter；申请系统账号；学校要求的接受录取确认信息。,https://www.ln.edu.hk/sgs/for-prospective-students/taught-postgraduate-programmes/admission-information,high,https://www.ln.edu.hk/sgs/for-prospective-students/taught-postgraduate-programmes/admission-information,2026-06-29,accept_offer,0,5,0,0,5,,,,,,,,review_pending,有候选证据，但没有任何 keep 级可用证据；增强结果明确标记为 evidence_needs_review,review_pending,2026-06-30,high,有候选证据，但没有任何 keep 级可用证据；增强结果明确标记为 evidence_needs_review,,,review_pending,
lingnan-pay_deposit,Lingnan,offer_acceptance,缴纳留位费 / admission deposit,按学校指定付款方式缴纳留位费，并保存付款成功页面、交易编号或银行凭证。,offer 条款或申请系统要求缴纳 deposit，且尚未完成付款。,通常与接受 offer 的截止日绑定；以 offer letter / portal 的金额与截止时间为准。,银行卡或汇款信息；付款凭证；application number / student ID。,https://www.ln.edu.hk/sgs/for-prospective-students/taught-postgraduate-programmes/admission-information,high,https://www.ln.edu.hk/sgs/for-prospective-students/taught-postgraduate-programmes/admission-information,2026-06-29,pay_deposit,0,2,0,0,2,,,,,,,,review_pending,该任务类型容易混入 general admission FAQ，需要人工确认是否真的是 offer-holder 后续动作；有候选证据，但没有任何 keep 级可用证据；增强结果明确标记为 evidence_needs_review,review_pending,2026-06-30,high,该任务类型容易混入 general admission FAQ，需要人工确认是否真的是 offer-holder 后续动作；有候选证据，但没有任何 keep 级可用证据；增强结果明确标记为 evidence_needs_review,,,review_pending,
lingnan-submit_conditions,Lingnan,offer_acceptance,补交 conditional offer 材料,核对 conditional offer 中尚未满足的条件，提交最终成绩单、毕业证、学位证、语言成绩或官方认证文件。,offer 为 conditional，且仍有 pending condition。,以 conditional offer、学院邮件或学校系统内的 document deadline 为准。,最终成绩单；毕业证 / 学位证；语言成绩；官方认证件；学校额外要求文件。,https://www.ln.edu.hk/sgs/for-prospective-students/taught-postgraduate-programmes/admission-information,high,https://www.ln.edu.hk/sgs/for-prospective-students/taught-postgraduate-programmes/admission-information,2026-06-29,submit_conditions,0,5,0,0,5,,,,,,,,review_pending,该任务类型容易混入 general admission FAQ，需要人工确认是否真的是 offer-holder 后续动作；有候选证据，但没有任何 keep 级可用证据；增强结果明确标记为 evidence_needs_review,review_pending,2026-06-30,high,该任务类型容易混入 general admission FAQ，需要人工确认是否真的是 offer-holder 后续动作；有候选证据，但没有任何 keep 级可用证据；增强结果明确标记为 evidence_needs_review,,,review_pending,
lingnan-apply_student_visa,Lingnan,visa,申请学生签证 / 进入许可,内地学生通常需要通过学校申请 entry permit / student visa。尽早准备表格、身份证明、录取证明和资金材料，等待学校或入境处处理。,决定入读且尚未递交学生签证 / 进入许可申请。,以学校签证页面、邮件及香港入境事务处处理周期为准；不要等到临近开学才递交。,签证 / 进入许可申请表；旅行证件；录取证明；财力证明；照片；学校要求的其他文件。,https://www.ln.edu.hk/fb/tpo/applications/information-for-non-local-applicants,high,https://www.ln.edu.hk/fb/tpo/applications/information-for-non-local-applicants,2026-06-29,apply_student_visa,0,0,0,0,0,,,,,,,,no_evidence,,no_evidence,2026-06-30,,,,,not_required,
lingnan-apply_accommodation,Lingnan,housing,申请宿舍或安排校外住宿,查询学校住宿申请窗口、资格和优先级；如校内宿舍名额有限，同时准备校外租房备选方案。,计划到港就读，且尚未提交住宿申请或确定住所。,以学校住宿页面公布的 application period / hall application deadline 为准。,student ID / application number；入学证明；住宿申请表；可能需要的紧急联系人信息。,https://www.ln.edu.hk/osa/student-experience/cultural-integration/planning-your-arrival/accommodation,medium,https://www.ln.edu.hk/osa/student-experience/cultural-integration/planning-your-arrival/accommodation,2026-06-29,apply_accommodation,0,1,0,0,1,,,,,,,,review_pending,有候选证据，但没有任何 keep 级可用证据；增强结果明确标记为 evidence_needs_review,review_pending,2026-06-30,high,有候选证据，但没有任何 keep 级可用证据；增强结果明确标记为 evidence_needs_review,,,review_pending,
lingnan-pay_tuition,Lingnan,payment,核对并缴纳学费 / 其他费用,核对 programme tuition、缴费方式、分期安排和账单生成时间，按学校财务或学生系统要求付款。,学费账单或缴费通知已发布，且尚未完成付款。,以学校缴费页面、学生系统账单或学院邮件为准。,student ID；缴费通知；付款工具；付款凭证。,https://www.ln.edu.hk/sgs/tpg,medium,https://www.ln.edu.hk/sgs/tpg,2026-06-29,pay_tuition,0,0,0,0,0,,,,,,,,no_evidence,,no_evidence,2026-06-30,,,,,not_required,
lingnan-complete_registration,Lingnan,registration,完成线上注册 / 学籍激活,按学校注册指引激活学生账号、完成个人资料、上传证件或注册确认，并检查是否需要线下核验。,学校开放 registration / enrolment，且尚未完成。,以学校 registration guide、学生系统和邮件通知为准。,身份证明；旅行证件；证件照片；录取信息；学校要求上传的声明或表格。,https://www.ln.edu.hk/sgs/for-prospective-students/taught-postgraduate-programmes/admission-information,high,https://www.ln.edu.hk/sgs/for-prospective-students/taught-postgraduate-programmes/admission-information,2026-06-29,complete_registration,0,0,0,0,0,,,,,,,,no_evidence,,no_evidence,2026-06-30,,,,,not_required,
lingnan-prepare_arrival_orientation,Lingnan,orientation,准备入境与参加 orientation,整理入境文件、住宿安排、交通和报到材料，关注 orientation / induction 活动报名与时间表。,签证 / 进入许可获批后，或开学前学校发布 orientation 安排。,以学校 orientation 页面、学院邮件和入境日期安排为准。,旅行证件；签证 / 进入许可；录取证明；住宿地址；保险 / 现金 / 电话卡等到港准备材料。,https://www.ln.edu.hk/osa/student-experience/cultural-integration/orientation-and-support/orientation-for-non-local-taught-postgraduate-students,medium,https://www.ln.edu.hk/osa/student-experience/cultural-integration/orientation-and-support/orientation-for-non-local-taught-postgraduate-students,2026-06-29,prepare_arrival_orientation,0,0,0,0,0,,,,,,,,no_evidence,,no_evidence,2026-06-30,,,,,not_required,
polyu-accept_offer,PolyU,offer_acceptance,接受 offer 并确认入读意向,登录学校申请系统或 offer letter 指定入口，按要求接受录取。若页面要求同时确认条款、上传回执或选择入学批次，需要一并完成。,收到 offer 后，且尚未完成 official acceptance。,以 offer letter、申请系统或学院邮件显示的 acceptance deadline 为准。,offer letter；申请系统账号；学校要求的接受录取确认信息。,https://www.polyu.edu.hk/study/pg/taught-postgraduate/,high,https://www.polyu.edu.hk/study/pg/taught-postgraduate/,2026-06-29,accept_offer,0,0,0,0,0,,,,,,,,no_evidence,,no_evidence,2026-06-30,,,,,not_required,
polyu-pay_deposit,PolyU,offer_acceptance,缴纳留位费 / admission deposit,按学校指定付款方式缴纳留位费，并保存付款成功页面、交易编号或银行凭证。,offer 条款或申请系统要求缴纳 deposit，且尚未完成付款。,通常与接受 offer 的截止日绑定；以 offer letter / portal 的金额与截止时间为准。,银行卡或汇款信息；付款凭证；application number / student ID。,https://www.polyu.edu.hk/study/pg/taught-postgraduate/,high,https://www.polyu.edu.hk/study/pg/taught-postgraduate/,2026-06-29,pay_deposit,0,0,0,0,0,,,,,,,,no_evidence,,no_evidence,2026-06-30,,,,,not_required,
polyu-submit_conditions,PolyU,offer_acceptance,补交 conditional offer 材料,核对 conditional offer 中尚未满足的条件，提交最终成绩单、毕业证、学位证、语言成绩或官方认证文件。,offer 为 conditional，且仍有 pending condition。,以 conditional offer、学院邮件或学校系统内的 document deadline 为准。,最终成绩单；毕业证 / 学位证；语言成绩；官方认证件；学校额外要求文件。,https://www.polyu.edu.hk/study/pg/taught-postgraduate/,high,https://www.polyu.edu.hk/study/pg/taught-postgraduate/,2026-06-29,submit_conditions,0,42,0,3,29,,,,,,,,review_pending,该任务类型容易混入 general admission FAQ，需要人工确认是否真的是 offer-holder 后续动作；仍有 3 条 review/missing 证据未处理；同一任务同时存在 10 条 keep 和 29 条 reject 证据,review_pending,2026-06-30,high,该任务类型容易混入 general admission FAQ，需要人工确认是否真的是 offer-holder 后续动作；仍有 3 条 review/missing 证据未处理；同一任务同时存在 10 条 keep 和 29 条 reject 证据,,,review_pending,
polyu-apply_student_visa,PolyU,visa,申请学生签证 / 进入许可,内地学生通常需要通过学校申请 entry permit / student visa。尽早准备表格、身份证明、录取证明和资金材料，等待学校或入境处处理。,决定入读且尚未递交学生签证 / 进入许可申请。,以学校签证页面、邮件及香港入境事务处处理周期为准；不要等到临近开学才递交。,签证 / 进入许可申请表；旅行证件；录取证明；财力证明；照片；学校要求的其他文件。,https://www.polyu.edu.hk/ar/web/for-new-students/non-local-students/important-notes-for-non-local-students/,high,https://www.polyu.edu.hk/ar/web/for-new-students/non-local-students/important-notes-for-non-local-students/,2026-06-29,apply_student_visa,0,16,0,2,2,,,,,,,,review_pending,仍有 2 条 review/missing 证据未处理；同一任务同时存在 12 条 keep 和 2 条 reject 证据,review_pending,2026-06-30,medium,仍有 2 条 review/missing 证据未处理；同一任务同时存在 12 条 keep 和 2 条 reject 证据,,,review_pending,
polyu-apply_accommodation,PolyU,housing,申请宿舍或安排校外住宿,查询学校住宿申请窗口、资格和优先级；如校内宿舍名额有限，同时准备校外租房备选方案。,计划到港就读，且尚未提交住宿申请或确定住所。,以学校住宿页面公布的 application period / hall application deadline 为准。,student ID / application number；入学证明；住宿申请表；可能需要的紧急联系人信息。,https://www.polyu.edu.hk/sao/student-resources-and-support-section/residential-life/,medium,https://www.polyu.edu.hk/sao/student-resources-and-support-section/residential-life/,2026-06-29,apply_accommodation,5,5,5,0,0,"action_instruction, action_url, deadline","To check out further information on accommodation, please click here (https://www.polyu.edu.hk/sao/student-resources-and-support-section/non-local-student-services/living-and-working-in-hong-kong/off-campus-accommodation-information/) Before Application Submission",,"Please click here (https://www.polyu.edu.hk/sao/student-resources-and-support-section/non-local-student-services/) for details. | To check out further information on accommodation, please click here (https://www.polyu.edu.hk/sao/student-resources-and-support-section/non-local-student-services/living-and-working-in-hong-kong/off-campus-accommodation-information/) Before Application Submission",https://www.polyu.edu.hk/sao/student-resources-and-support-section/non-local-student-services/ | https://www.polyu.edu.hk/sao/student-resources-and-support-section/non-local-student-services/living-and-working-in-hong-kong/off-campus-accommodation-information/,,polyu__apply_accommodation__action_url__0216_00; polyu__apply_accommodation__action_url__0216_01; polyu__apply_accommodation__action_instruction__0216_02; polyu__apply_accommodation__deadline__0216_03; polyu__apply_accommodation__action_instruction__0216_04,audited,5 keep,evidence_found,2026-06-30,,,,,not_required,
polyu-pay_tuition,PolyU,payment,核对并缴纳学费 / 其他费用,核对 programme tuition、缴费方式、分期安排和账单生成时间，按学校财务或学生系统要求付款。,学费账单或缴费通知已发布，且尚未完成付款。,以学校缴费页面、学生系统账单或学院邮件为准。,student ID；缴费通知；付款工具；付款凭证。,https://www.polyu.edu.hk/study/pg/taught-postgraduate/tuition-fees-tpg,medium,https://www.polyu.edu.hk/study/pg/taught-postgraduate/tuition-fees-tpg,2026-06-29,pay_tuition,0,4,0,0,3,,,,,,,,review_pending,同一任务同时存在 1 条 keep 和 3 条 reject 证据,review_pending,2026-06-30,medium,同一任务同时存在 1 条 keep 和 3 条 reject 证据,,,review_pending,
polyu-complete_registration,PolyU,registration,完成线上注册 / 学籍激活,按学校注册指引激活学生账号、完成个人资料、上传证件或注册确认，并检查是否需要线下核验。,学校开放 registration / enrolment，且尚未完成。,以学校 registration guide、学生系统和邮件通知为准。,身份证明；旅行证件；证件照片；录取信息；学校要求上传的声明或表格。,https://www.polyu.edu.hk/ar/students-in-taught-programmes/registration-information/programme-registration-enrolment/,high,https://www.polyu.edu.hk/ar/students-in-taught-programmes/registration-information/programme-registration-enrolment/,2026-06-29,complete_registration,0,0,0,0,0,,,,,,,,no_evidence,,no_evidence,2026-06-30,,,,,not_required,
polyu-prepare_arrival_orientation,PolyU,orientation,准备入境与参加 orientation,整理入境文件、住宿安排、交通和报到材料，关注 orientation / induction 活动报名与时间表。,签证 / 进入许可获批后，或开学前学校发布 orientation 安排。,以学校 orientation 页面、学院邮件和入境日期安排为准。,旅行证件；签证 / 进入许可；录取证明；住宿地址；保险 / 现金 / 电话卡等到港准备材料。,https://www.polyu.edu.hk/sao/student-resources-and-support-section/non-local-student-services/programmes-for-nls/orientation-and-welcoming-weeks/,medium,https://www.polyu.edu.hk/sao/student-resources-and-support-section/non-local-student-services/programmes-for-nls/orientation-and-welcoming-weeks/,2026-06-29,prepare_arrival_orientation,0,0,0,0,0,,,,,,,,no_evidence,,no_evidence,2026-06-30,,,,,not_required,
