evidence_id,task_code,school,stage,evidence_type,evidence_text,normalized_value,source_question,source_url,confidence,updated_at
cuhk__pay_tuition__action_url__0076_00,pay_tuition,CUHK,payment,action_url,https://www.gs.cuhk.edu.hk/admissions/scholarships-fees/hkpfs,https://www.gs.cuhk.edu.hk/admissions/scholarships-fees/hkpfs,When should I apply?,https://www.gs.cuhk.edu.hk/admissions/faqs,medium,2026-06-30
cuhk__pay_tuition__action_url__0076_01,pay_tuition,CUHK,payment,action_url,https://www.gs.cuhk.edu.hk/admissions/application-deadline,https://www.gs.cuhk.edu.hk/admissions/application-deadline,When should I apply?,https://www.gs.cuhk.edu.hk/admissions/faqs,medium,2026-06-30
cuhk__pay_tuition__action_url__0076_02,pay_tuition,CUHK,payment,action_url,https://www.gs.cuhk.edu.hk/programmes,https://www.gs.cuhk.edu.hk/programmes,When should I apply?,https://www.gs.cuhk.edu.hk/admissions/faqs,medium,2026-06-30
cuhk__pay_tuition__deadline__0076_03,pay_tuition,CUHK,payment,deadline,Programmes accept applications from September onwards and deadlines vary for each programme.,Programmes accept applications from September onwards and deadlines vary for each programme.,When should I apply?,https://www.gs.cuhk.edu.hk/admissions/faqs,medium,2026-06-30
cuhk__pay_tuition__action_instruction__0076_04,pay_tuition,CUHK,payment,action_instruction,Programmes accept applications from September onwards and deadlines vary for each programme.,Programmes accept applications from September onwards and deadlines vary for each programme.,When should I apply?,https://www.gs.cuhk.edu.hk/admissions/faqs,medium,2026-06-30
cuhk__pay_tuition__deadline__0076_05,pay_tuition,CUHK,payment,deadline,"For the Hong Kong PhD Fellowship Scheme (HKPFS) (https://www.gs.cuhk.edu.hk/admissions/scholarships-fees/hkpfs) , the deadline is 1 December 2025 at 11:59pm (Hong Kong Time).","For the Hong Kong PhD Fellowship Scheme (HKPFS) (https://www.gs.cuhk.edu.hk/admissions/scholarships-fees/hkpfs) , the deadline is 1 December 2025 at 11:59pm (Hong Kong Time).",When should I apply?,https://www.gs.cuhk.edu.hk/admissions/faqs,medium,2026-06-30
cuhk__pay_tuition__deadline__0076_06,pay_tuition,CUHK,payment,deadline,Check Application Deadlines (https://www.gs.cuhk.edu.hk/admissions/application-deadline) relevant programme pages (https://www.gs.cuhk.edu.hk/programmes) for details.,Check Application Deadlines (https://www.gs.cuhk.edu.hk/admissions/application-deadline) relevant programme pages (https://www.gs.cuhk.edu.hk/programmes) for details.,When should I apply?,https://www.gs.cuhk.edu.hk/admissions/faqs,medium,2026-06-30
cuhk__pay_tuition__action_instruction__0076_07,pay_tuition,CUHK,payment,action_instruction,Check Application Deadlines (https://www.gs.cuhk.edu.hk/admissions/application-deadline) relevant programme pages (https://www.gs.cuhk.edu.hk/programmes) for details.,Check Application Deadlines (https://www.gs.cuhk.edu.hk/admissions/application-deadline) relevant programme pages (https://www.gs.cuhk.edu.hk/programmes) for details.,When should I apply?,https://www.gs.cuhk.edu.hk/admissions/faqs,medium,2026-06-30
cuhk__pay_tuition__action_url__0079_00,pay_tuition,CUHK,payment,action_url,https://www.gs.cuhk.edu.hk/admissions/scholarships-fees/studentships,https://www.gs.cuhk.edu.hk/admissions/scholarships-fees/studentships,What financial assistance is available to RPg students? How to apply?,https://www.gs.cuhk.edu.hk/admissions/faqs,medium,2026-06-30
cuhk__pay_tuition__action_url__0079_01,pay_tuition,CUHK,payment,action_url,https://www.gs.cuhk.edu.hk/admissions/scholarships-fees/scholarships#waiver,https://www.gs.cuhk.edu.hk/admissions/scholarships-fees/scholarships#waiver,What financial assistance is available to RPg students? How to apply?,https://www.gs.cuhk.edu.hk/admissions/faqs,medium,2026-06-30
cuhk__pay_tuition__deadline__0079_02,pay_tuition,CUHK,payment,deadline,Full-time research postgraduate programme applicants are automatically considered for Postgraduate Studentships (PGS) (https://www.gs.cuhk.edu.hk/admissions/scholarships-fees/studentships) by their programme's Graduate Division.,Full-time research postgraduate programme applicants are automatically considered for Postgraduate Studentships (PGS) (https://www.gs.cuhk.edu.hk/admissions/scholarships-fees/studentships) by their programme's Graduate Division.,What financial assistance is available to RPg students? How to apply?,https://www.gs.cuhk.edu.hk/admissions/faqs,medium,2026-06-30
cuhk__pay_tuition__source_context__0080_00,pay_tuition,CUHK,payment,source_context,"Q: What are UGC-funded RPg programmes? Do they include part-time programmes? A: All our full-time RPg programmes are UGC-funded, while part-time RPg programmes are not. Full-time RPg students without PGS are considered self-financed. Part-time and self-financed local full-time RPg students are ineligible for the Tuition Waiver Scheme for Local Research Postgraduate (RPg) Students.",,What are UGC-funded RPg programmes? Do they include part-time programmes?,https://www.gs.cuhk.edu.hk/admissions/faqs,low,2026-06-30
cuhk__apply_student_visa__source_context__0081_00,apply_student_visa,CUHK,visa,source_context,"Q: I have an IANG visa. Am I eligible for the Tuition Waiver Scheme for Local Research Postgraduate (RPg) Students? A: Students with any Hong Kong visa type (including student, dependent, and IANG) or entry permit are ineligible for this Scheme.",,I have an IANG visa. Am I eligible for the Tuition Waiver Scheme for Local Research Postgraduate (RPg) Students?,https://www.gs.cuhk.edu.hk/admissions/faqs,low,2026-06-30
cuhk__pay_tuition__deadline__0082_00,pay_tuition,CUHK,payment,deadline,"To avoid double benefit situations, should the RPg student’s tuition fee be fully waived by any other scheme, then they cannot qualify for the tuition waiver.","To avoid double benefit situations, should the RPg student’s tuition fee be fully waived by any other scheme, then they cannot qualify for the tuition waiver.",I'm a current local full-time student receiving University PGS. Am I eligible for the Tuition Waiver Scheme for Local Research Postgraduate (RPg) Students?,https://www.gs.cuhk.edu.hk/admissions/faqs,medium,2026-06-30
cuhk__pay_tuition__source_context__0083_00,pay_tuition,CUHK,payment,source_context,"Q: My tuition fee is waived by the University. Am I eligible for the Tuition Waiver Scheme for Local Research Postgraduate (RPg) Students? A: Students with fully waived tuition fees are ineligible. However, those with partially waived fees can receive Scheme coverage for the remaining portion.",,My tuition fee is waived by the University. Am I eligible for the Tuition Waiver Scheme for Local Research Postgraduate (RPg) Students?,https://www.gs.cuhk.edu.hk/admissions/faqs,low,2026-06-30
cuhk__pay_tuition__source_context__0084_00,pay_tuition,CUHK,payment,source_context,"Q: If I receive the Hong Kong PhD Fellowship Scheme or other scholarships, am I still eligible for the Tuition Waiver Scheme for Local Research Postgraduate (RPg) Students? A: Local recipients of the Hong Kong PhD Fellowship Scheme or other scholarships are eligible if their scholarships, awards, or stipends don't cover tuition fees.",,"If I receive the Hong Kong PhD Fellowship Scheme or other scholarships, am I still eligible for the Tuition Waiver Scheme for Local Research Postgraduate (RPg) Students?",https://www.gs.cuhk.edu.hk/admissions/faqs,low,2026-06-30
cuhk__pay_deposit__action_instruction__0085_00,pay_deposit,CUHK,offer_acceptance,action_instruction,Offer Acceptance and Registration,Offer Acceptance and Registration,"As a Hong Kong PhD Fellowship Scheme recipient, will I receive both the CUHK Vice-Chancellor HKPFS Scholarship and the Tuition Waiver Scheme for Local Research Postgraduate (RPg) Students?",https://www.gs.cuhk.edu.hk/admissions/faqs,medium,2026-06-30
cuhk__accept_offer__action_url__0086_00,accept_offer,CUHK,offer_acceptance,action_url,https://www.gradsch.cuhk.edu.hk/OnlineApp/login_email.aspx,https://www.gradsch.cuhk.edu.hk/OnlineApp/login_email.aspx,When will I receive my admission offer?,https://www.gs.cuhk.edu.hk/admissions/faqs,medium,2026-06-30
cuhk__accept_offer__action_instruction__0086_01,accept_offer,CUHK,offer_acceptance,action_instruction,Applicants can check their application status via the Online Application System for Postgraduate Programmes (https://www.gradsch.cuhk.edu.hk/OnlineApp/login_email.aspx),Applicants can check their application status via the Online Application System for Postgraduate Programmes (https://www.gradsch.cuhk.edu.hk/OnlineApp/login_email.aspx),When will I receive my admission offer?,https://www.gs.cuhk.edu.hk/admissions/faqs,medium,2026-06-30
cuhk__submit_conditions__action_instruction__0087_01,submit_conditions,CUHK,offer_acceptance,action_instruction,Applicants can log in to the Online Application System for Postgraduate Programmes (https://www.gradsch.cuhk.edu.hk/OnlineApp/login_email.aspx) to check their application results and download the Admission Notification.,Applicants can log in to the Online Application System for Postgraduate Programmes (https://www.gradsch.cuhk.edu.hk/OnlineApp/login_email.aspx) to check their application results and download the Admission Notification.,How can I check my offer?,https://www.gs.cuhk.edu.hk/admissions/faqs,medium,2026-06-30
cuhk__complete_registration__deadline__0088_00,complete_registration,CUHK,registration,deadline,"However, please note that your student status is not yet confirmed and you will NOT be allowed to begin your studies until you have fulfilled all the specified condition(s) and have your academic qualification verified by the deadline mentioned in the Admission Notification.","However, please note that your student status is not yet confirmed and you will NOT be allowed to begin your studies until you have fulfilled all the specified condition(s) and have your academic qualification verified by the deadline mentioned in the Admission Notification.",How to Register,https://www.gs.cuhk.edu.hk/admissions/faqs,medium,2026-06-30
cuhk__submit_conditions__required_document__0089_00,submit_conditions,CUHK,offer_acceptance,required_document,You are still required to apply for a final official transcript after the completion of your Bachelor’s programme or the announcement of your honours classification (if applicable).,transcript,I am currently a final-year undergraduate student. Do I need to re-submit an official transcript if the transcript I submitted during my application is final?,https://www.gs.cuhk.edu.hk/admissions/faqs,low,2026-06-30
cuhk__submit_conditions__action_instruction__0089_01,submit_conditions,CUHK,offer_acceptance,action_instruction,You are still required to apply for a final official transcript after the completion of your Bachelor’s programme or the announcement of your honours classification (if applicable).,You are still required to apply for a final official transcript after the completion of your Bachelor’s programme or the announcement of your honours classification (if applicable).,I am currently a final-year undergraduate student. Do I need to re-submit an official transcript if the transcript I submitted during my application is final?,https://www.gs.cuhk.edu.hk/admissions/faqs,low,2026-06-30
cuhk__submit_conditions__required_document__0089_02,submit_conditions,CUHK,offer_acceptance,required_document,Please arrange for the official e-copy or hard copy transcript to be sent directly from your university to the Programme Office (for taught programmes) or the Graduate School (for research programmes).,transcript,I am currently a final-year undergraduate student. Do I need to re-submit an official transcript if the transcript I submitted during my application is final?,https://www.gs.cuhk.edu.hk/admissions/faqs,low,2026-06-30
cuhk__submit_conditions__action_instruction__0089_03,submit_conditions,CUHK,offer_acceptance,action_instruction,Please arrange for the official e-copy or hard copy transcript to be sent directly from your university to the Programme Office (for taught programmes) or the Graduate School (for research programmes).,Please arrange for the official e-copy or hard copy transcript to be sent directly from your university to the Programme Office (for taught programmes) or the Graduate School (for research programmes).,I am currently a final-year undergraduate student. Do I need to re-submit an official transcript if the transcript I submitted during my application is final?,https://www.gs.cuhk.edu.hk/admissions/faqs,low,2026-06-30
cuhk__accept_offer__required_document__0090_00,accept_offer,CUHK,offer_acceptance,required_document,"If you cannot provide document(s) to fulfil the admission condition(s) mentioned in the Admission Notification, your admission offer will be withdrawn.",document,What if I cannot provide documents to fulfil the admission condition(s) by the deadline?,https://www.gs.cuhk.edu.hk/admissions/faqs,medium,2026-06-30
cuhk__accept_offer__deadline__0090_01,accept_offer,CUHK,offer_acceptance,deadline,You are also required to have your academic qualifications verified before the admission date,You are also required to have your academic qualifications verified before the admission date,What if I cannot provide documents to fulfil the admission condition(s) by the deadline?,https://www.gs.cuhk.edu.hk/admissions/faqs,medium,2026-06-30
cuhk__pay_deposit__action_url__0091_00,pay_deposit,CUHK,offer_acceptance,action_url,https://www.gradsch.cuhk.edu.hk/OnlineApp/login_email.aspx,https://www.gradsch.cuhk.edu.hk/OnlineApp/login_email.aspx,Can I defer the admission date?,https://www.gs.cuhk.edu.hk/admissions/faqs,medium,2026-06-30
cuhk__pay_deposit__required_document__0091_01,pay_deposit,CUHK,offer_acceptance,required_document,"If the deferral is allowed, please complete and return the ""Application Form for Deferred Admission” available on the Online Application System for Postgraduate Programmes (https://www.gradsch.cuhk.edu.hk/OnlineApp/login_email.aspx) to the relevant Division/Programme after accepting the admission offer online and making the deposit payment.",application form,Can I defer the admission date?,https://www.gs.cuhk.edu.hk/admissions/faqs,medium,2026-06-30
cuhk__pay_deposit__action_instruction__0091_02,pay_deposit,CUHK,offer_acceptance,action_instruction,"If the deferral is allowed, please complete and return the ""Application Form for Deferred Admission” available on the Online Application System for Postgraduate Programmes (https://www.gradsch.cuhk.edu.hk/OnlineApp/login_email.aspx) to the relevant Division/Programme after accepting the admission offer online and making the deposit payment.","If the deferral is allowed, please complete and return the ""Application Form for Deferred Admission” available on the Online Application System for Postgraduate Programmes (https://www.gradsch.cuhk.edu.hk/OnlineApp/login_email.aspx) to the relevant Division/Programme after accepting the admission offer online and making the deposit payment.",Can I defer the admission date?,https://www.gs.cuhk.edu.hk/admissions/faqs,medium,2026-06-30
cuhk__pay_deposit__action_instruction__0092_01,pay_deposit,CUHK,offer_acceptance,action_instruction,The payment due date for deposit payment is specified in your admission notification.,The payment due date for deposit payment is specified in your admission notification.,When do I need to settle the deposit after accepting an admission offer?,https://www.gs.cuhk.edu.hk/admissions/faqs,medium,2026-06-30
cuhk__pay_deposit__action_instruction__0092_02,pay_deposit,CUHK,offer_acceptance,action_instruction,You may refer to the payment advice at the Online Application System for Postgraduate Programmes (https://www.gradsch.cuhk.edu.hk/OnlineApp/login_email.aspx) for various payment methods as well as other relevant details.,You may refer to the payment advice at the Online Application System for Postgraduate Programmes (https://www.gradsch.cuhk.edu.hk/OnlineApp/login_email.aspx) for various payment methods as well as other relevant details.,When do I need to settle the deposit after accepting an admission offer?,https://www.gs.cuhk.edu.hk/admissions/faqs,medium,2026-06-30
cuhk__pay_deposit__action_instruction__0093_01,pay_deposit,CUHK,offer_acceptance,action_instruction,You may contact your Graduate Division/Programme to see if your deferral request could be accepted.,You may contact your Graduate Division/Programme to see if your deferral request could be accepted.,Can I defer the acceptance of the admission offer and the deposit payment?,https://www.gs.cuhk.edu.hk/admissions/faqs,medium,2026-06-30
cuhk__pay_deposit__required_document__0093_02,pay_deposit,CUHK,offer_acceptance,required_document,"If it is accepted, you may complete and return the ""Application Form for Deferred Acceptance of Admission Offer"" at the Online Application System for Postgraduate Programmes (https://www.gradsch.cuhk.edu.hk/OnlineApp/login_email.aspx) to the respective Division/Programme.",application form,Can I defer the acceptance of the admission offer and the deposit payment?,https://www.gs.cuhk.edu.hk/admissions/faqs,medium,2026-06-30
cuhk__pay_deposit__action_instruction__0093_03,pay_deposit,CUHK,offer_acceptance,action_instruction,"If it is accepted, you may complete and return the ""Application Form for Deferred Acceptance of Admission Offer"" at the Online Application System for Postgraduate Programmes (https://www.gradsch.cuhk.edu.hk/OnlineApp/login_email.aspx) to the respective Division/Programme.","If it is accepted, you may complete and return the ""Application Form for Deferred Acceptance of Admission Offer"" at the Online Application System for Postgraduate Programmes (https://www.gradsch.cuhk.edu.hk/OnlineApp/login_email.aspx) to the respective Division/Programme.",Can I defer the acceptance of the admission offer and the deposit payment?,https://www.gs.cuhk.edu.hk/admissions/faqs,medium,2026-06-30
cuhk__pay_deposit__action_instruction__0093_04,pay_deposit,CUHK,offer_acceptance,action_instruction,Please note that the acceptance of an admission offer cannot be deferred beyond the admission date.,Please note that the acceptance of an admission offer cannot be deferred beyond the admission date.,Can I defer the acceptance of the admission offer and the deposit payment?,https://www.gs.cuhk.edu.hk/admissions/faqs,medium,2026-06-30
cuhk__pay_tuition__action_url__0094_00,pay_tuition,CUHK,payment,action_url,https://www.fno.cuhk.edu.hk/student/student-fees/faq/,https://www.fno.cuhk.edu.hk/student/student-fees/faq/,How can I settle the tuition fee?,https://www.gs.cuhk.edu.hk/admissions/faqs,high,2026-06-30
cuhk__pay_tuition__deadline__0094_01,pay_tuition,CUHK,payment,deadline,Students will receive a fee note via email about two weeks before the payment due date.,Students will receive a fee note via email about two weeks before the payment due date.,How can I settle the tuition fee?,https://www.gs.cuhk.edu.hk/admissions/faqs,medium,2026-06-30
cuhk__pay_tuition__action_instruction__0094_02,pay_tuition,CUHK,payment,action_instruction,Students will receive a fee note via email about two weeks before the payment due date.,Students will receive a fee note via email about two weeks before the payment due date.,How can I settle the tuition fee?,https://www.gs.cuhk.edu.hk/admissions/faqs,medium,2026-06-30
cuhk__pay_tuition__action_instruction__0094_03,pay_tuition,CUHK,payment,action_instruction,"For details, please refer to Notes on Payment of Student Fees (https://www.fno.cuhk.edu.hk/student/student-fees/faq/)","For details, please refer to Notes on Payment of Student Fees (https://www.fno.cuhk.edu.hk/student/student-fees/faq/)",How can I settle the tuition fee?,https://www.gs.cuhk.edu.hk/admissions/faqs,medium,2026-06-30
cuhk__pay_deposit__action_url__0095_00,pay_deposit,CUHK,offer_acceptance,action_url,https://portal.cuhk.edu.hk/,https://portal.cuhk.edu.hk/,How can I update my contact information after accepting the admission offer?,https://www.gs.cuhk.edu.hk/admissions/faqs,medium,2026-06-30
cuhk__pay_deposit__action_instruction__0095_01,pay_deposit,CUHK,offer_acceptance,action_instruction,"After completing the deposit payment and online registration, you may update your contact information at MyCUHK. (https://portal.cuhk.edu.hk/)","After completing the deposit payment and online registration, you may update your contact information at MyCUHK. (https://portal.cuhk.edu.hk/)",How can I update my contact information after accepting the admission offer?,https://www.gs.cuhk.edu.hk/admissions/faqs,medium,2026-06-30
cuhk__complete_registration__action_url__0096_00,complete_registration,CUHK,registration,action_url,https://culink.cuhk.edu.hk/collection-of-cu-link-student-card-for-new-postgraduates2/,https://culink.cuhk.edu.hk/collection-of-cu-link-student-card-for-new-postgraduates2/,Where can I get my CU Link (Student Card)?,https://www.gs.cuhk.edu.hk/admissions/faqs,high,2026-06-30
cuhk__complete_registration__action_url__0096_01,complete_registration,CUHK,registration,action_url,https://www.gs.cuhk.edu.hk/registration/visa-documents-submission,https://www.gs.cuhk.edu.hk/registration/visa-documents-submission,Where can I get my CU Link (Student Card)?,https://www.gs.cuhk.edu.hk/admissions/faqs,high,2026-06-30
cuhk__complete_registration__deadline__0096_02,complete_registration,CUHK,registration,deadline,Non-local students are required to complete online document verification before collecting their CU Link ( Learn more (https://www.gs.cuhk.edu.hk/registration/visa-documents-submission) ).,Non-local students are required to complete online document verification before collecting their CU Link ( Learn more (https://www.gs.cuhk.edu.hk/registration/visa-documents-submission) ).,Where can I get my CU Link (Student Card)?,https://www.gs.cuhk.edu.hk/admissions/faqs,medium,2026-06-30
cuhk__complete_registration__required_document__0096_03,complete_registration,CUHK,registration,required_document,Non-local students are required to complete online document verification before collecting their CU Link ( Learn more (https://www.gs.cuhk.edu.hk/registration/visa-documents-submission) ).,document; documents,Where can I get my CU Link (Student Card)?,https://www.gs.cuhk.edu.hk/admissions/faqs,medium,2026-06-30
cuhk__complete_registration__deadline__0096_04,complete_registration,CUHK,registration,deadline,"Upon completing the online document verification, please contact the CU Link Card Centre (https://culink.cuhk.edu.hk/collection-of-cu-link-student-card-for-new-postgraduates2/) after 7 working days to check the status and collection arrangements.","Upon completing the online document verification, please contact the CU Link Card Centre (https://culink.cuhk.edu.hk/collection-of-cu-link-student-card-for-new-postgraduates2/) after 7 working days to check the status and collection arrangements.",Where can I get my CU Link (Student Card)?,https://www.gs.cuhk.edu.hk/admissions/faqs,medium,2026-06-30
cuhk__complete_registration__required_document__0096_05,complete_registration,CUHK,registration,required_document,"Upon completing the online document verification, please contact the CU Link Card Centre (https://culink.cuhk.edu.hk/collection-of-cu-link-student-card-for-new-postgraduates2/) after 7 working days to check the status and collection arrangements.",document,Where can I get my CU Link (Student Card)?,https://www.gs.cuhk.edu.hk/admissions/faqs,medium,2026-06-30
cuhk__complete_registration__action_instruction__0096_06,complete_registration,CUHK,registration,action_instruction,"Upon completing the online document verification, please contact the CU Link Card Centre (https://culink.cuhk.edu.hk/collection-of-cu-link-student-card-for-new-postgraduates2/) after 7 working days to check the status and collection arrangements.","Upon completing the online document verification, please contact the CU Link Card Centre (https://culink.cuhk.edu.hk/collection-of-cu-link-student-card-for-new-postgraduates2/) after 7 working days to check the status and collection arrangements.",Where can I get my CU Link (Student Card)?,https://www.gs.cuhk.edu.hk/admissions/faqs,medium,2026-06-30
cuhk__apply_student_visa__action_url__0097_00,apply_student_visa,CUHK,visa,action_url,https://www.immd.gov.hk/eng/services/right-of-abode-in-hksar.html,https://www.immd.gov.hk/eng/services/right-of-abode-in-hksar.html,Do I need to apply for a student visa/entry permit to study at CUHK?,https://www.gs.cuhk.edu.hk/admissions/faqs,high,2026-06-30
cuhk__apply_student_visa__action_url__0097_01,apply_student_visa,CUHK,visa,action_url,https://www.immd.gov.hk/eng/services/roa/term.html,https://www.immd.gov.hk/eng/services/roa/term.html,Do I need to apply for a student visa/entry permit to study at CUHK?,https://www.gs.cuhk.edu.hk/admissions/faqs,high,2026-06-30
cuhk__apply_student_visa__action_url__0097_02,apply_student_visa,CUHK,visa,action_url,https://www.immd.gov.hk/eng/index.html,https://www.immd.gov.hk/eng/index.html,Do I need to apply for a student visa/entry permit to study at CUHK?,https://www.gs.cuhk.edu.hk/admissions/faqs,high,2026-06-30
cuhk__apply_student_visa__deadline__0099_00,apply_student_visa,CUHK,visa,deadline,The application process normally takes around 6‐8 weeks.,The application process normally takes around 6‐8 weeks.,When should I apply for the student visa/entry permit?,https://www.gs.cuhk.edu.hk/admissions/faqs,medium,2026-06-30
cuhk__apply_student_visa__deadline__0099_01,apply_student_visa,CUHK,visa,deadline,It is the student’s responsibility to apply for their visa/entry permit in a timely manner and to apply for extension before its expiry.,It is the student’s responsibility to apply for their visa/entry permit in a timely manner and to apply for extension before its expiry.,When should I apply for the student visa/entry permit?,https://www.gs.cuhk.edu.hk/admissions/faqs,medium,2026-06-30
cuhk__apply_student_visa__action_instruction__0099_02,apply_student_visa,CUHK,visa,action_instruction,It is the student’s responsibility to apply for their visa/entry permit in a timely manner and to apply for extension before its expiry.,It is the student’s responsibility to apply for their visa/entry permit in a timely manner and to apply for extension before its expiry.,When should I apply for the student visa/entry permit?,https://www.gs.cuhk.edu.hk/admissions/faqs,medium,2026-06-30
cuhk__apply_student_visa__deadline__0099_03,apply_student_visa,CUHK,visa,deadline,Admission Date Time to Apply 1 August At least 2 months before commencement of study 1 September At least 2 months before commencement of study 1 January At least 2 months before commencement of study,Admission Date Time to Apply 1 August At least 2 months before commencement of study 1 September At least 2 months before commencement of study 1 January At least 2 months before commencement of study,When should I apply for the student visa/entry permit?,https://www.gs.cuhk.edu.hk/admissions/faqs,medium,2026-06-30
cuhk__apply_student_visa__action_instruction__0099_04,apply_student_visa,CUHK,visa,action_instruction,Admission Date Time to Apply 1 August At least 2 months before commencement of study 1 September At least 2 months before commencement of study 1 January At least 2 months before commencement of study,Admission Date Time to Apply 1 August At least 2 months before commencement of study 1 September At least 2 months before commencement of study 1 January At least 2 months before commencement of study,When should I apply for the student visa/entry permit?,https://www.gs.cuhk.edu.hk/admissions/faqs,medium,2026-06-30
cuhk__apply_student_visa__action_url__0100_01,apply_student_visa,CUHK,visa,action_url,https://www.gradsch.cuhk.edu.hk/OnlineApp/login_email.aspx,https://www.gradsch.cuhk.edu.hk/OnlineApp/login_email.aspx,How do I apply for a student visa/entry permit to study at CUHK?,https://www.gs.cuhk.edu.hk/admissions/faqs,high,2026-06-30
cuhk__apply_student_visa__action_url__0100_02,apply_student_visa,CUHK,visa,action_url,https://www.gs.cuhk.edu.hk/student-portal/visa-for-non-local-students,https://www.gs.cuhk.edu.hk/student-portal/visa-for-non-local-students,How do I apply for a student visa/entry permit to study at CUHK?,https://www.gs.cuhk.edu.hk/admissions/faqs,high,2026-06-30
cuhk__apply_student_visa__deadline__0100_03,apply_student_visa,CUHK,visa,deadline,The handling fee should be settled by credit card on the Online Application System for Postgraduate Programmes (https://www.gradsch.cuhk.edu.hk/OnlineApp/login_email.aspx) .,The handling fee should be settled by credit card on the Online Application System for Postgraduate Programmes (https://www.gradsch.cuhk.edu.hk/OnlineApp/login_email.aspx) .,How do I apply for a student visa/entry permit to study at CUHK?,https://www.gs.cuhk.edu.hk/admissions/faqs,medium,2026-06-30
cuhk__apply_student_visa__action_instruction__0100_04,apply_student_visa,CUHK,visa,action_instruction,The handling fee should be settled by credit card on the Online Application System for Postgraduate Programmes (https://www.gradsch.cuhk.edu.hk/OnlineApp/login_email.aspx) .,The handling fee should be settled by credit card on the Online Application System for Postgraduate Programmes (https://www.gradsch.cuhk.edu.hk/OnlineApp/login_email.aspx) .,How do I apply for a student visa/entry permit to study at CUHK?,https://www.gs.cuhk.edu.hk/admissions/faqs,medium,2026-06-30
cuhk__apply_student_visa__deadline__0101_01,apply_student_visa,CUHK,visa,deadline,"Upon receipt of the duly completed application forms, supporting documents and payment, the Immigration Department takes around 6-8 weeks to process the applications.","Upon receipt of the duly completed application forms, supporting documents and payment, the Immigration Department takes around 6-8 weeks to process the applications.",How long does the visa application process take?,https://www.gs.cuhk.edu.hk/admissions/faqs,medium,2026-06-30
cuhk__apply_student_visa__required_document__0101_02,apply_student_visa,CUHK,visa,required_document,"Upon receipt of the duly completed application forms, supporting documents and payment, the Immigration Department takes around 6-8 weeks to process the applications.",document; documents; application form,How long does the visa application process take?,https://www.gs.cuhk.edu.hk/admissions/faqs,medium,2026-06-30
cuhk__apply_student_visa__action_instruction__0101_03,apply_student_visa,CUHK,visa,action_instruction,"Upon receipt of the duly completed application forms, supporting documents and payment, the Immigration Department takes around 6-8 weeks to process the applications.","Upon receipt of the duly completed application forms, supporting documents and payment, the Immigration Department takes around 6-8 weeks to process the applications.",How long does the visa application process take?,https://www.gs.cuhk.edu.hk/admissions/faqs,medium,2026-06-30
cuhk__apply_student_visa__action_instruction__0101_04,apply_student_visa,CUHK,visa,action_instruction,Visit the HKSAR Government's Immigration Department (https://www.immd.gov.hk/eng/index.html) website for more information.,Visit the HKSAR Government's Immigration Department (https://www.immd.gov.hk/eng/index.html) website for more information.,How long does the visa application process take?,https://www.gs.cuhk.edu.hk/admissions/faqs,medium,2026-06-30
cuhk__apply_student_visa__action_url__0102_00,apply_student_visa,CUHK,visa,action_url,https://www.gs.cuhk.edu.hk/registration/visa-application,https://www.gs.cuhk.edu.hk/registration/visa-application,What documents are needed for the student visa application?,https://www.gs.cuhk.edu.hk/admissions/faqs,high,2026-06-30
cuhk__apply_student_visa__required_document__0102_01,apply_student_visa,CUHK,visa,required_document,View the document list at Visa Application (https://www.gs.cuhk.edu.hk/registration/visa-application),document,What documents are needed for the student visa application?,https://www.gs.cuhk.edu.hk/admissions/faqs,medium,2026-06-30
cuhk__apply_student_visa__action_url__0103_00,apply_student_visa,CUHK,visa,action_url,https://www.gs.cuhk.edu.hk/admissions/scholarships-fees/studentships,https://www.gs.cuhk.edu.hk/admissions/scholarships-fees/studentships,What financial proof is required for the student visa application?,https://www.gs.cuhk.edu.hk/admissions/faqs,high,2026-06-30
cuhk__apply_student_visa__action_instruction__0105_01,apply_student_visa,CUHK,visa,action_instruction,Please login to the Online Application System for Postgraduate Programmes (https://www.gradsch.cuhk.edu.hk/OnlineApp/login_email.aspx) .,Please login to the Online Application System for Postgraduate Programmes (https://www.gradsch.cuhk.edu.hk/OnlineApp/login_email.aspx) .,Where should I submit my student visa application documents?,https://www.gs.cuhk.edu.hk/admissions/faqs,medium,2026-06-30
cuhk__apply_student_visa__action_instruction__0105_02,apply_student_visa,CUHK,visa,action_instruction,"Navigate to “Apply/Check” under “Visa for Study”, follow the on screen instructions to submit your student visa application.","Navigate to “Apply/Check” under “Visa for Study”, follow the on screen instructions to submit your student visa application.",Where should I submit my student visa application documents?,https://www.gs.cuhk.edu.hk/admissions/faqs,medium,2026-06-30
cuhk__apply_student_visa__action_instruction__0106_01,apply_student_visa,CUHK,visa,action_instruction,Check the status on the Online Application System for Postgraduate Programmes (https://www.gradsch.cuhk.edu.hk/OnlineApp/login_email.aspx),Check the status on the Online Application System for Postgraduate Programmes (https://www.gradsch.cuhk.edu.hk/OnlineApp/login_email.aspx),How can I check my student visa/entry permit application status?,https://www.gs.cuhk.edu.hk/admissions/faqs,medium,2026-06-30
