evidence_id,school,task_code,stage,evidence_type,source_url,source_question,confidence,text_char_count,task_keyword_hit_count,field_keyword_hit_count,source_stage_match,source_page_type,normalized_value_present,low_quality_flags,quality_score,quality_decision,notes,reviewed_at
cuhk__submit_conditions__action_instruction__0073_03,CUHK,submit_conditions,offer_acceptance,action_instruction,https://www.gs.cuhk.edu.hk/admissions/faqs,What supporting documents are needed?,low,146,0,1,yes,faq,yes,task_keyword_mismatch,0,reject,task_keyword_mismatch,2026-06-30
cuhk__submit_conditions__deadline__0073_04,CUHK,submit_conditions,offer_acceptance,deadline,https://www.gs.cuhk.edu.hk/admissions/faqs,What supporting documents are needed?,low,204,0,1,yes,faq,yes,task_keyword_mismatch,0,reject,task_keyword_mismatch,2026-06-30
cuhk__submit_conditions__required_document__0073_05,CUHK,submit_conditions,offer_acceptance,required_document,https://www.gs.cuhk.edu.hk/admissions/faqs,What supporting documents are needed?,low,204,0,1,yes,faq,yes,task_keyword_mismatch,0,reject,task_keyword_mismatch,2026-06-30
cuhk__submit_conditions__action_instruction__0073_06,CUHK,submit_conditions,offer_acceptance,action_instruction,https://www.gs.cuhk.edu.hk/admissions/faqs,What supporting documents are needed?,low,204,0,3,yes,faq,yes,task_keyword_mismatch,0,reject,task_keyword_mismatch,2026-06-30
cuhk__pay_tuition__action_url__0076_00,CUHK,pay_tuition,payment,action_url,https://www.gs.cuhk.edu.hk/admissions/faqs,When should I apply?,medium,61,1,1,yes,faq,yes,admission_noise,80,review,admission_noise,2026-06-30
cuhk__pay_tuition__action_url__0076_01,CUHK,pay_tuition,payment,action_url,https://www.gs.cuhk.edu.hk/admissions/faqs,When should I apply?,medium,58,0,1,yes,faq,yes,,65,review,rule checks passed,2026-06-30
cuhk__pay_tuition__action_url__0076_02,CUHK,pay_tuition,payment,action_url,https://www.gs.cuhk.edu.hk/admissions/faqs,When should I apply?,medium,37,0,1,yes,faq,yes,,65,review,rule checks passed,2026-06-30
cuhk__pay_tuition__deadline__0076_03,CUHK,pay_tuition,payment,deadline,https://www.gs.cuhk.edu.hk/admissions/faqs,When should I apply?,medium,92,0,1,yes,faq,yes,task_keyword_mismatch,40,reject,task_keyword_mismatch,2026-06-30
cuhk__pay_tuition__action_instruction__0076_04,CUHK,pay_tuition,payment,action_instruction,https://www.gs.cuhk.edu.hk/admissions/faqs,When should I apply?,medium,92,0,1,yes,faq,yes,task_keyword_mismatch,40,reject,task_keyword_mismatch,2026-06-30
cuhk__pay_tuition__deadline__0076_05,CUHK,pay_tuition,payment,deadline,https://www.gs.cuhk.edu.hk/admissions/faqs,When should I apply?,medium,174,1,1,yes,faq,yes,admission_noise,80,review,admission_noise,2026-06-30
cuhk__pay_tuition__deadline__0076_06,CUHK,pay_tuition,payment,deadline,https://www.gs.cuhk.edu.hk/admissions/faqs,When should I apply?,medium,166,0,1,yes,faq,yes,task_keyword_mismatch,40,reject,task_keyword_mismatch,2026-06-30
cuhk__pay_tuition__action_instruction__0076_07,CUHK,pay_tuition,payment,action_instruction,https://www.gs.cuhk.edu.hk/admissions/faqs,When should I apply?,medium,166,0,2,yes,faq,yes,task_keyword_mismatch,40,reject,task_keyword_mismatch,2026-06-30
cuhk__pay_tuition__action_url__0079_00,CUHK,pay_tuition,payment,action_url,https://www.gs.cuhk.edu.hk/admissions/faqs,What financial assistance is available to RPg students? How to apply?,medium,68,1,1,yes,faq,yes,admission_noise,80,review,admission_noise,2026-06-30
cuhk__pay_tuition__action_url__0079_01,CUHK,pay_tuition,payment,action_url,https://www.gs.cuhk.edu.hk/admissions/faqs,What financial assistance is available to RPg students? How to apply?,medium,75,1,1,yes,faq,yes,admission_noise,80,review,admission_noise,2026-06-30
cuhk__pay_tuition__deadline__0079_02,CUHK,pay_tuition,payment,deadline,https://www.gs.cuhk.edu.hk/admissions/faqs,What financial assistance is available to RPg students? How to apply?,medium,228,1,0,yes,faq,yes,admission_noise; field_keyword_weak,55,reject,admission_noise; field_keyword_weak,2026-06-30
cuhk__pay_tuition__source_context__0080_00,CUHK,pay_tuition,payment,source_context,https://www.gs.cuhk.edu.hk/admissions/faqs,What are UGC-funded RPg programmes? Do they include part-time programmes?,low,383,1,0,yes,faq,no,source_context_only,0,reject,source_context_only,2026-06-30
cuhk__apply_student_visa__source_context__0081_00,CUHK,apply_student_visa,visa,source_context,https://www.gs.cuhk.edu.hk/admissions/faqs,I have an IANG visa. Am I eligible for the Tuition Waiver Scheme for Local Research Postgraduate (RPg) Students?,low,245,2,0,yes,faq,no,source_context_only,0,reject,source_context_only,2026-06-30
cuhk__pay_tuition__deadline__0082_00,CUHK,pay_tuition,payment,deadline,https://www.gs.cuhk.edu.hk/admissions/faqs,I'm a current local full-time student receiving University PGS. Am I eligible for the Tuition Waiver Scheme for Local Research Postgraduate (RPg) Students?,medium,158,2,0,yes,faq,yes,field_keyword_weak,65,review,field_keyword_weak,2026-06-30
cuhk__pay_tuition__source_context__0083_00,CUHK,pay_tuition,payment,source_context,https://www.gs.cuhk.edu.hk/admissions/faqs,My tuition fee is waived by the University. Am I eligible for the Tuition Waiver Scheme for Local Research Postgraduate (RPg) Students?,low,294,2,0,yes,faq,no,source_context_only,0,reject,source_context_only,2026-06-30
cuhk__pay_tuition__source_context__0084_00,CUHK,pay_tuition,payment,source_context,https://www.gs.cuhk.edu.hk/admissions/faqs,"If I receive the Hong Kong PhD Fellowship Scheme or other scholarships, am I still eligible for the Tuition Waiver Scheme for Local Research Postgraduate (RPg) Students?",low,335,2,0,yes,faq,no,admission_noise; source_context_only,0,reject,admission_noise; source_context_only,2026-06-30
cuhk__pay_deposit__action_instruction__0085_00,CUHK,pay_deposit,offer_acceptance,action_instruction,https://www.gs.cuhk.edu.hk/admissions/faqs,"As a Hong Kong PhD Fellowship Scheme recipient, will I receive both the CUHK Vice-Chancellor HKPFS Scholarship and the Tuition Waiver Scheme for Local Research Postgraduate (RPg) Students?",medium,33,0,0,yes,faq,yes,admission_noise; task_keyword_mismatch; field_keyword_weak,5,reject,admission_noise; task_keyword_mismatch; field_keyword_weak,2026-06-30
cuhk__accept_offer__action_url__0086_00,CUHK,accept_offer,offer_acceptance,action_url,https://www.gs.cuhk.edu.hk/admissions/faqs,When will I receive my admission offer?,medium,58,2,1,yes,faq,yes,,90,keep,rule checks passed,2026-06-30
cuhk__accept_offer__action_instruction__0086_01,CUHK,accept_offer,offer_acceptance,action_instruction,https://www.gs.cuhk.edu.hk/admissions/faqs,When will I receive my admission offer?,medium,168,2,2,yes,faq,yes,,90,keep,rule checks passed,2026-06-30
cuhk__submit_conditions__action_instruction__0087_01,CUHK,submit_conditions,offer_acceptance,action_instruction,https://www.gs.cuhk.edu.hk/admissions/faqs,How can I check my offer?,medium,219,0,3,yes,faq,yes,task_keyword_mismatch,40,reject,task_keyword_mismatch,2026-06-30
cuhk__complete_registration__deadline__0088_00,CUHK,complete_registration,registration,deadline,https://www.gs.cuhk.edu.hk/admissions/faqs,How to Register,medium,275,0,1,yes,faq,yes,task_keyword_mismatch,40,reject,task_keyword_mismatch,2026-06-30
cuhk__submit_conditions__required_document__0089_00,CUHK,submit_conditions,offer_acceptance,required_document,https://www.gs.cuhk.edu.hk/admissions/faqs,I am currently a final-year undergraduate student. Do I need to re-submit an official transcript if the transcript I submitted during my application is final?,low,181,1,1,yes,faq,yes,,40,reject,rule checks passed,2026-06-30
cuhk__submit_conditions__action_instruction__0089_01,CUHK,submit_conditions,offer_acceptance,action_instruction,https://www.gs.cuhk.edu.hk/admissions/faqs,I am currently a final-year undergraduate student. Do I need to re-submit an official transcript if the transcript I submitted during my application is final?,low,181,1,2,yes,faq,yes,,40,reject,rule checks passed,2026-06-30
cuhk__submit_conditions__required_document__0089_02,CUHK,submit_conditions,offer_acceptance,required_document,https://www.gs.cuhk.edu.hk/admissions/faqs,I am currently a final-year undergraduate student. Do I need to re-submit an official transcript if the transcript I submitted during my application is final?,low,201,1,1,yes,faq,yes,,40,reject,rule checks passed,2026-06-30
cuhk__submit_conditions__action_instruction__0089_03,CUHK,submit_conditions,offer_acceptance,action_instruction,https://www.gs.cuhk.edu.hk/admissions/faqs,I am currently a final-year undergraduate student. Do I need to re-submit an official transcript if the transcript I submitted during my application is final?,low,201,1,1,yes,faq,yes,,40,reject,rule checks passed,2026-06-30
cuhk__accept_offer__required_document__0090_00,CUHK,accept_offer,offer_acceptance,required_document,https://www.gs.cuhk.edu.hk/admissions/faqs,What if I cannot provide documents to fulfil the admission condition(s) by the deadline?,medium,151,2,1,yes,faq,yes,,90,keep,rule checks passed,2026-06-30
cuhk__accept_offer__deadline__0090_01,CUHK,accept_offer,offer_acceptance,deadline,https://www.gs.cuhk.edu.hk/admissions/faqs,What if I cannot provide documents to fulfil the admission condition(s) by the deadline?,medium,93,0,2,yes,faq,yes,task_keyword_mismatch,40,reject,task_keyword_mismatch,2026-06-30
cuhk__pay_deposit__action_url__0091_00,CUHK,pay_deposit,offer_acceptance,action_url,https://www.gs.cuhk.edu.hk/admissions/faqs,Can I defer the admission date?,medium,58,0,1,yes,faq,yes,,65,review,rule checks passed,2026-06-30
cuhk__pay_deposit__required_document__0091_01,CUHK,pay_deposit,offer_acceptance,required_document,https://www.gs.cuhk.edu.hk/admissions/faqs,Can I defer the admission date?,medium,342,3,1,yes,faq,yes,admission_noise,80,review,admission_noise,2026-06-30
cuhk__pay_deposit__action_instruction__0091_02,CUHK,pay_deposit,offer_acceptance,action_instruction,https://www.gs.cuhk.edu.hk/admissions/faqs,Can I defer the admission date?,medium,342,3,3,yes,faq,yes,admission_noise,80,review,admission_noise,2026-06-30
cuhk__pay_deposit__action_instruction__0092_01,CUHK,pay_deposit,offer_acceptance,action_instruction,https://www.gs.cuhk.edu.hk/admissions/faqs,When do I need to settle the deposit after accepting an admission offer?,medium,85,3,1,yes,faq,yes,,90,keep,rule checks passed,2026-06-30
cuhk__pay_deposit__action_instruction__0092_02,CUHK,pay_deposit,offer_acceptance,action_instruction,https://www.gs.cuhk.edu.hk/admissions/faqs,When do I need to settle the deposit after accepting an admission offer?,medium,220,3,2,yes,faq,yes,,90,keep,rule checks passed,2026-06-30
cuhk__pay_deposit__action_instruction__0093_01,CUHK,pay_deposit,offer_acceptance,action_instruction,https://www.gs.cuhk.edu.hk/admissions/faqs,Can I defer the acceptance of the admission offer and the deposit payment?,medium,99,3,1,yes,faq,yes,,90,keep,rule checks passed,2026-06-30
cuhk__pay_deposit__required_document__0093_02,CUHK,pay_deposit,offer_acceptance,required_document,https://www.gs.cuhk.edu.hk/admissions/faqs,Can I defer the acceptance of the admission offer and the deposit payment?,medium,272,3,1,yes,faq,yes,admission_noise,80,review,admission_noise,2026-06-30
cuhk__pay_deposit__action_instruction__0093_03,CUHK,pay_deposit,offer_acceptance,action_instruction,https://www.gs.cuhk.edu.hk/admissions/faqs,Can I defer the acceptance of the admission offer and the deposit payment?,medium,272,3,3,yes,faq,yes,admission_noise,80,review,admission_noise,2026-06-30
cuhk__pay_deposit__action_instruction__0093_04,CUHK,pay_deposit,offer_acceptance,action_instruction,https://www.gs.cuhk.edu.hk/admissions/faqs,Can I defer the acceptance of the admission offer and the deposit payment?,medium,99,3,1,yes,faq,yes,,90,keep,rule checks passed,2026-06-30
cuhk__pay_tuition__action_url__0094_00,CUHK,pay_tuition,payment,action_url,https://www.gs.cuhk.edu.hk/admissions/faqs,How can I settle the tuition fee?,high,53,2,1,yes,faq,yes,,100,keep,rule checks passed,2026-06-30
cuhk__pay_tuition__deadline__0094_01,CUHK,pay_tuition,payment,deadline,https://www.gs.cuhk.edu.hk/admissions/faqs,How can I settle the tuition fee?,medium,87,3,3,yes,faq,yes,,90,keep,rule checks passed,2026-06-30
cuhk__pay_tuition__action_instruction__0094_02,CUHK,pay_tuition,payment,action_instruction,https://www.gs.cuhk.edu.hk/admissions/faqs,How can I settle the tuition fee?,medium,87,3,1,yes,faq,yes,,90,keep,rule checks passed,2026-06-30
cuhk__pay_tuition__action_instruction__0094_03,CUHK,pay_tuition,payment,action_instruction,https://www.gs.cuhk.edu.hk/admissions/faqs,How can I settle the tuition fee?,medium,117,3,1,yes,faq,yes,,90,keep,rule checks passed,2026-06-30
cuhk__pay_deposit__action_url__0095_00,CUHK,pay_deposit,offer_acceptance,action_url,https://www.gs.cuhk.edu.hk/admissions/faqs,How can I update my contact information after accepting the admission offer?,medium,27,0,1,yes,faq,yes,text_too_short,45,review,text_too_short,2026-06-30
cuhk__pay_deposit__action_instruction__0095_01,CUHK,pay_deposit,offer_acceptance,action_instruction,https://www.gs.cuhk.edu.hk/admissions/faqs,How can I update my contact information after accepting the admission offer?,medium,142,3,1,yes,faq,yes,,90,keep,rule checks passed,2026-06-30
cuhk__complete_registration__action_url__0096_00,CUHK,complete_registration,registration,action_url,https://www.gs.cuhk.edu.hk/admissions/faqs,Where can I get my CU Link (Student Card)?,high,85,0,1,yes,faq,yes,,75,keep,rule checks passed,2026-06-30
cuhk__complete_registration__action_url__0096_01,CUHK,complete_registration,registration,action_url,https://www.gs.cuhk.edu.hk/admissions/faqs,Where can I get my CU Link (Student Card)?,high,65,1,1,yes,faq,yes,,100,keep,rule checks passed,2026-06-30
cuhk__complete_registration__deadline__0096_02,CUHK,complete_registration,registration,deadline,https://www.gs.cuhk.edu.hk/admissions/faqs,Where can I get my CU Link (Student Card)?,medium,188,1,1,yes,faq,yes,,90,keep,rule checks passed,2026-06-30
cuhk__complete_registration__required_document__0096_03,CUHK,complete_registration,registration,required_document,https://www.gs.cuhk.edu.hk/admissions/faqs,Where can I get my CU Link (Student Card)?,medium,188,1,1,yes,faq,yes,,90,keep,rule checks passed,2026-06-30
cuhk__complete_registration__deadline__0096_04,CUHK,complete_registration,registration,deadline,https://www.gs.cuhk.edu.hk/admissions/faqs,Where can I get my CU Link (Student Card)?,medium,246,0,1,yes,faq,yes,task_keyword_mismatch,40,reject,task_keyword_mismatch,2026-06-30
cuhk__complete_registration__required_document__0096_05,CUHK,complete_registration,registration,required_document,https://www.gs.cuhk.edu.hk/admissions/faqs,Where can I get my CU Link (Student Card)?,medium,246,0,1,yes,faq,yes,task_keyword_mismatch,40,reject,task_keyword_mismatch,2026-06-30
cuhk__complete_registration__action_instruction__0096_06,CUHK,complete_registration,registration,action_instruction,https://www.gs.cuhk.edu.hk/admissions/faqs,Where can I get my CU Link (Student Card)?,medium,246,0,1,yes,faq,yes,task_keyword_mismatch,40,reject,task_keyword_mismatch,2026-06-30
cuhk__apply_student_visa__action_url__0097_00,CUHK,apply_student_visa,visa,action_url,https://www.gs.cuhk.edu.hk/admissions/faqs,Do I need to apply for a student visa/entry permit to study at CUHK?,high,65,2,1,yes,faq,yes,,100,keep,rule checks passed,2026-06-30
cuhk__apply_student_visa__action_url__0097_01,CUHK,apply_student_visa,visa,action_url,https://www.gs.cuhk.edu.hk/admissions/faqs,Do I need to apply for a student visa/entry permit to study at CUHK?,high,50,2,1,yes,faq,yes,,100,keep,rule checks passed,2026-06-30
cuhk__apply_student_visa__action_url__0097_02,CUHK,apply_student_visa,visa,action_url,https://www.gs.cuhk.edu.hk/admissions/faqs,Do I need to apply for a student visa/entry permit to study at CUHK?,high,38,2,1,yes,faq,yes,,100,keep,rule checks passed,2026-06-30
cuhk__apply_student_visa__deadline__0099_00,CUHK,apply_student_visa,visa,deadline,https://www.gs.cuhk.edu.hk/admissions/faqs,When should I apply for the student visa/entry permit?,medium,56,2,1,yes,faq,yes,,90,keep,rule checks passed,2026-06-30
cuhk__apply_student_visa__deadline__0099_01,CUHK,apply_student_visa,visa,deadline,https://www.gs.cuhk.edu.hk/admissions/faqs,When should I apply for the student visa/entry permit?,medium,136,2,1,yes,faq,yes,,90,keep,rule checks passed,2026-06-30
cuhk__apply_student_visa__action_instruction__0099_02,CUHK,apply_student_visa,visa,action_instruction,https://www.gs.cuhk.edu.hk/admissions/faqs,When should I apply for the student visa/entry permit?,medium,136,2,1,yes,faq,yes,,90,keep,rule checks passed,2026-06-30
cuhk__apply_student_visa__deadline__0099_03,CUHK,apply_student_visa,visa,deadline,https://www.gs.cuhk.edu.hk/admissions/faqs,When should I apply for the student visa/entry permit?,medium,200,2,1,yes,faq,yes,,90,keep,rule checks passed,2026-06-30
cuhk__apply_student_visa__action_instruction__0099_04,CUHK,apply_student_visa,visa,action_instruction,https://www.gs.cuhk.edu.hk/admissions/faqs,When should I apply for the student visa/entry permit?,medium,200,2,1,yes,faq,yes,,90,keep,rule checks passed,2026-06-30
cuhk__apply_student_visa__action_url__0100_01,CUHK,apply_student_visa,visa,action_url,https://www.gs.cuhk.edu.hk/admissions/faqs,How do I apply for a student visa/entry permit to study at CUHK?,high,58,2,1,yes,faq,yes,,100,keep,rule checks passed,2026-06-30
cuhk__apply_student_visa__action_url__0100_02,CUHK,apply_student_visa,visa,action_url,https://www.gs.cuhk.edu.hk/admissions/faqs,How do I apply for a student visa/entry permit to study at CUHK?,high,69,3,1,yes,faq,yes,,100,keep,rule checks passed,2026-06-30
cuhk__apply_student_visa__deadline__0100_03,CUHK,apply_student_visa,visa,deadline,https://www.gs.cuhk.edu.hk/admissions/faqs,How do I apply for a student visa/entry permit to study at CUHK?,medium,173,2,0,yes,faq,yes,field_keyword_weak,65,review,field_keyword_weak,2026-06-30
cuhk__apply_student_visa__action_instruction__0100_04,CUHK,apply_student_visa,visa,action_instruction,https://www.gs.cuhk.edu.hk/admissions/faqs,How do I apply for a student visa/entry permit to study at CUHK?,medium,173,2,2,yes,faq,yes,,90,keep,rule checks passed,2026-06-30
cuhk__apply_student_visa__deadline__0101_01,CUHK,apply_student_visa,visa,deadline,https://www.gs.cuhk.edu.hk/admissions/faqs,How long does the visa application process take?,medium,166,2,1,yes,faq,yes,,90,keep,rule checks passed,2026-06-30
cuhk__apply_student_visa__required_document__0101_02,CUHK,apply_student_visa,visa,required_document,https://www.gs.cuhk.edu.hk/admissions/faqs,How long does the visa application process take?,medium,166,2,2,yes,faq,yes,,90,keep,rule checks passed,2026-06-30
cuhk__apply_student_visa__action_instruction__0101_03,CUHK,apply_student_visa,visa,action_instruction,https://www.gs.cuhk.edu.hk/admissions/faqs,How long does the visa application process take?,medium,166,2,2,yes,faq,yes,,90,keep,rule checks passed,2026-06-30
cuhk__apply_student_visa__action_instruction__0101_04,CUHK,apply_student_visa,visa,action_instruction,https://www.gs.cuhk.edu.hk/admissions/faqs,How long does the visa application process take?,medium,122,2,1,yes,faq,yes,,90,keep,rule checks passed,2026-06-30
cuhk__apply_student_visa__action_url__0102_00,CUHK,apply_student_visa,visa,action_url,https://www.gs.cuhk.edu.hk/admissions/faqs,What documents are needed for the student visa application?,high,56,1,1,yes,faq,yes,,100,keep,rule checks passed,2026-06-30
cuhk__apply_student_visa__required_document__0102_01,CUHK,apply_student_visa,visa,required_document,https://www.gs.cuhk.edu.hk/admissions/faqs,What documents are needed for the student visa application?,medium,101,1,1,yes,faq,yes,,90,keep,rule checks passed,2026-06-30
cuhk__apply_student_visa__action_url__0103_00,CUHK,apply_student_visa,visa,action_url,https://www.gs.cuhk.edu.hk/admissions/faqs,What financial proof is required for the student visa application?,high,68,1,1,yes,faq,yes,admission_noise,90,review,admission_noise,2026-06-30
cuhk__apply_student_visa__action_instruction__0105_01,CUHK,apply_student_visa,visa,action_instruction,https://www.gs.cuhk.edu.hk/admissions/faqs,Where should I submit my student visa application documents?,medium,136,1,2,yes,faq,yes,,90,keep,rule checks passed,2026-06-30
cuhk__apply_student_visa__action_instruction__0105_02,CUHK,apply_student_visa,visa,action_instruction,https://www.gs.cuhk.edu.hk/admissions/faqs,Where should I submit my student visa application documents?,medium,124,1,3,yes,faq,yes,,90,keep,rule checks passed,2026-06-30
cuhk__apply_student_visa__action_instruction__0106_01,CUHK,apply_student_visa,visa,action_instruction,https://www.gs.cuhk.edu.hk/admissions/faqs,How can I check my student visa/entry permit application status?,medium,138,2,2,yes,faq,yes,,90,keep,rule checks passed,2026-06-30
cuhk__apply_student_visa__required_document__0107_00,CUHK,apply_student_visa,visa,required_document,https://www.gs.cuhk.edu.hk/admissions/faqs,How do I activate my student visa/entry permit in Hong Kong?,medium,131,2,1,yes,faq,yes,,90,keep,rule checks passed,2026-06-30
cuhk__apply_student_visa__required_document__0108_01,CUHK,apply_student_visa,visa,required_document,https://www.gs.cuhk.edu.hk/admissions/faqs,Should I keep the landing slip after entering Hong Kong?,medium,266,1,1,yes,faq,yes,,90,keep,rule checks passed,2026-06-30
cuhk__apply_student_visa__action_instruction__0108_02,CUHK,apply_student_visa,visa,action_instruction,https://www.gs.cuhk.edu.hk/admissions/faqs,Should I keep the landing slip after entering Hong Kong?,medium,266,1,2,yes,faq,yes,,90,keep,rule checks passed,2026-06-30
eduhk__apply_accommodation__source_context__0109_00,EdUHK,apply_accommodation,housing,source_context,https://gs.eduhk.hk/prospective/information-for-non-local-student/,Am I Eligible to Apply for University Hall Living?,low,424,2,0,yes,accommodation;faq;visa,no,source_context_only,0,reject,source_context_only,2026-06-30
hkbu__pay_deposit__action_url__0110_00,HKBU,pay_deposit,offer_acceptance,action_url,https://ar.hkbu.edu.hk/tpg-studies/faq/after-acceptance-of-admission-offer,How to Apply,medium,108,0,1,yes,faq,yes,,65,review,rule checks passed,2026-06-30
hkbu__pay_deposit__action_url__0110_01,HKBU,pay_deposit,offer_acceptance,action_url,https://ar.hkbu.edu.hk/tpg-studies/faq/after-acceptance-of-admission-offer,How to Apply,medium,104,0,1,yes,faq,yes,,65,review,rule checks passed,2026-06-30
hkbu__pay_deposit__action_url__0110_02,HKBU,pay_deposit,offer_acceptance,action_url,https://ar.hkbu.edu.hk/tpg-studies/faq/after-acceptance-of-admission-offer,How to Apply,medium,117,0,1,yes,faq,yes,admission_noise,55,reject,admission_noise,2026-06-30
hkbu__pay_deposit__action_url__0110_03,HKBU,pay_deposit,offer_acceptance,action_url,https://ar.hkbu.edu.hk/tpg-studies/faq/after-acceptance-of-admission-offer,How to Apply,medium,107,0,1,yes,faq,yes,,65,review,rule checks passed,2026-06-30
hkbu__pay_deposit__action_url__0110_04,HKBU,pay_deposit,offer_acceptance,action_url,https://ar.hkbu.edu.hk/tpg-studies/faq/after-acceptance-of-admission-offer,How to Apply,medium,125,0,1,yes,faq,yes,,65,review,rule checks passed,2026-06-30
hkbu__pay_deposit__action_url__0110_05,HKBU,pay_deposit,offer_acceptance,action_url,https://ar.hkbu.edu.hk/tpg-studies/faq/after-acceptance-of-admission-offer,How to Apply,medium,110,0,1,yes,faq,yes,,65,review,rule checks passed,2026-06-30
hkbu__pay_deposit__action_url__0110_06,HKBU,pay_deposit,offer_acceptance,action_url,https://ar.hkbu.edu.hk/tpg-studies/faq/after-acceptance-of-admission-offer,How to Apply,medium,107,0,1,yes,faq,yes,,65,review,rule checks passed,2026-06-30
hkbu__pay_deposit__action_url__0110_07,HKBU,pay_deposit,offer_acceptance,action_url,https://ar.hkbu.edu.hk/tpg-studies/faq/after-acceptance-of-admission-offer,How to Apply,medium,99,0,1,yes,faq,yes,,65,review,rule checks passed,2026-06-30
hkbu__accept_offer__action_url__0111_00,HKBU,accept_offer,offer_acceptance,action_url,https://ar.hkbu.edu.hk/tpg-studies/faq/after-acceptance-of-admission-offer,Will I receive the original copy of the Admission Offer Letter?,medium,46,2,1,yes,faq,yes,,90,keep,rule checks passed,2026-06-30
hkbu__accept_offer__action_instruction__0111_01,HKBU,accept_offer,offer_acceptance,action_instruction,https://ar.hkbu.edu.hk/tpg-studies/faq/after-acceptance-of-admission-offer,Will I receive the original copy of the Admission Offer Letter?,medium,171,2,1,yes,faq,yes,,90,keep,rule checks passed,2026-06-30
hkbu__accept_offer__action_instruction__0111_02,HKBU,accept_offer,offer_acceptance,action_instruction,https://ar.hkbu.edu.hk/tpg-studies/faq/after-acceptance-of-admission-offer,Will I receive the original copy of the Admission Offer Letter?,medium,85,2,1,yes,faq,yes,,90,keep,rule checks passed,2026-06-30
hkbu__accept_offer__action_instruction__0111_03,HKBU,accept_offer,offer_acceptance,action_instruction,https://ar.hkbu.edu.hk/tpg-studies/faq/after-acceptance-of-admission-offer,Will I receive the original copy of the Admission Offer Letter?,medium,46,2,1,yes,faq,yes,,90,keep,rule checks passed,2026-06-30
hkbu__submit_conditions__action_url__0112_00,HKBU,submit_conditions,offer_acceptance,action_url,https://ar.hkbu.edu.hk/tpg-studies/faq/after-acceptance-of-admission-offer,How can my conditional offer be confirmed?,medium,46,2,1,yes,faq,yes,,90,keep,rule checks passed,2026-06-30
hkbu__submit_conditions__deadline__0112_01,HKBU,submit_conditions,offer_acceptance,deadline,https://ar.hkbu.edu.hk/tpg-studies/faq/after-acceptance-of-admission-offer,How can my conditional offer be confirmed?,medium,258,2,1,yes,faq,yes,,90,keep,rule checks passed,2026-06-30
hkbu__submit_conditions__deadline__0112_02,HKBU,submit_conditions,offer_acceptance,deadline,https://ar.hkbu.edu.hk/tpg-studies/faq/after-acceptance-of-admission-offer,How can my conditional offer be confirmed?,medium,150,2,0,yes,faq,yes,field_keyword_weak,65,review,field_keyword_weak,2026-06-30
hkbu__submit_conditions__action_instruction__0112_03,HKBU,submit_conditions,offer_acceptance,action_instruction,https://ar.hkbu.edu.hk/tpg-studies/faq/after-acceptance-of-admission-offer,How can my conditional offer be confirmed?,medium,150,2,2,yes,faq,yes,,90,keep,rule checks passed,2026-06-30
hkbu__submit_conditions__action_instruction__0112_04,HKBU,submit_conditions,offer_acceptance,action_instruction,https://ar.hkbu.edu.hk/tpg-studies/faq/after-acceptance-of-admission-offer,How can my conditional offer be confirmed?,medium,84,2,1,yes,faq,yes,,90,keep,rule checks passed,2026-06-30
hkbu__submit_conditions__deadline__0112_05,HKBU,submit_conditions,offer_acceptance,deadline,https://ar.hkbu.edu.hk/tpg-studies/faq/after-acceptance-of-admission-offer,How can my conditional offer be confirmed?,medium,73,2,0,yes,faq,yes,field_keyword_weak,65,review,field_keyword_weak,2026-06-30
hkbu__submit_conditions__action_instruction__0112_06,HKBU,submit_conditions,offer_acceptance,action_instruction,https://ar.hkbu.edu.hk/tpg-studies/faq/after-acceptance-of-admission-offer,How can my conditional offer be confirmed?,medium,73,2,1,yes,faq,yes,,90,keep,rule checks passed,2026-06-30
hkbu__submit_conditions__fee_amount__0113_00,HKBU,submit_conditions,offer_acceptance,fee_amount,https://ar.hkbu.edu.hk/tpg-studies/faq/after-acceptance-of-admission-offer,What should I do if I cannot meet the offer condition(s) by the given due date?,medium,8,1,2,yes,faq,yes,text_too_short,70,keep,text_too_short,2026-06-30
hkbu__submit_conditions__deadline__0113_01,HKBU,submit_conditions,offer_acceptance,deadline,https://ar.hkbu.edu.hk/tpg-studies/faq/after-acceptance-of-admission-offer,What should I do if I cannot meet the offer condition(s) by the given due date?,medium,393,2,1,yes,faq,yes,,90,keep,rule checks passed,2026-06-30
hkbu__submit_conditions__required_document__0113_02,HKBU,submit_conditions,offer_acceptance,required_document,https://ar.hkbu.edu.hk/tpg-studies/faq/after-acceptance-of-admission-offer,What should I do if I cannot meet the offer condition(s) by the given due date?,medium,393,2,2,yes,faq,yes,,90,keep,rule checks passed,2026-06-30
hkbu__submit_conditions__required_document__0114_01,HKBU,submit_conditions,offer_acceptance,required_document,https://ar.hkbu.edu.hk/tpg-studies/faq/after-acceptance-of-admission-offer,What is an official transcript?,medium,183,1,2,yes,faq,yes,,90,keep,rule checks passed,2026-06-30
hkbu__submit_conditions__deadline__0114_02,HKBU,submit_conditions,offer_acceptance,deadline,https://ar.hkbu.edu.hk/tpg-studies/faq/after-acceptance-of-admission-offer,What is an official transcript?,medium,76,2,0,yes,faq,yes,field_keyword_weak,65,review,field_keyword_weak,2026-06-30
